		
		In the exercise yard ,
Allie	PERSON	and a number of different inmates attack
Joan	PERSON	.
		
		Joan fights back and proves victorious , snapping an inmates arm and strangling Allie just as she had done to
Jess	PERSON	, scaring the other inmates .
		
		She believes that Vera was trying to help
Bea	PERSON	kill her and conveys this to her lawyer ,
Jake	PERSON	and Vera herself .
		
		Since this is true ,
Vera	LOCATION	makes it appear that
Bea	PERSON	had used another officer 's card to escape and kill
Joan	PERSON	, infuriating her .
		
		
Joan Ferguson	PERSON	has been described as `` arguably the biggest villain within the
Wentworth	LOCATION	walls . ''
		
		. ''
		
		Reveal Magazine '' billed
Joan	PERSON	as `` The dreaded
Joan Ferguson	PERSON	'' when talking about the episode Born Again . ''
		
		Metro '' said , `` Joan ` The Freak '
Ferguson	PERSON	is n't just the most terrifying character in all prison dramas - she 's the baddest and most sinister baddie ever to grace TV . ''
		
		
Pamela Rabe	PERSON	was nominated for a Logie Award in the category `` Most Outstanding Actress '' for her portrayal of
Joan Ferguson	PERSON	.
		
		
Graeme Blundell	PERSON	of the Australian wrote `` So much awe surrounds
Ferguson	PERSON	that she seems to possess supernatural powers , a Hannibal Lecter-like superhuman cunning and lack of empathy , though
Rabe	PERSON	, a performer of unerring grace and authenticity , is such an accomplished actress she avoids the melodrama , turning
Ferguson	PERSON	into one of the most believable villains we 've seen on the local screen .
		
		`` http://www.theaustralian.com.au/arts/review/wentworth-prison-drama-with-pamela-rabe-returns-for-fifth-season/news-story/85e364fd322ad226eece65e860d13670 '' `
Richard Fisk	PERSON	'' ' is a fictional character , a criminal appearing in American comic books published by
Marvel Comics	ORGANIZATION	.
		
		He is the son of the
Kingpin	PERSON	and his wife
Vanessa Fisk	PERSON	.
		
		Although he was originally a villain , he became an antihero .
		
		The character first appears in '' The Amazing Spider-Man '' # 83 -LRB-
April 1970	DATE	#NOM?
Stan Lee	PERSON	and
John Romita	PERSON	, Sr. .
		
		The character
Richard Fisk	PERSON	first appears as '' ` The Schemer '' ' in '' The Amazing Spider-Man '' # 83 -LRB-
April 1970	DATE	-RRB- , created by
Stan Lee	PERSON	and
John Romita	PERSON	, Sr. .
		
		He first appeared as '' ` The Rose '' ' in '' The Amazing Spider-Man '' # 253 -LRB-
June 1984	DATE	-RRB- , but was not revealed as the Rose until '' The Amazing Spider-Man '' # 286 -LRB-
March 1987	DATE	-RRB- . ''
		
		The Amazing Spider-Man '' # 286
Richard Fisk	PERSON	grew up as a child of privilege , believing that his father
Wilson Fisk	PERSON	was a respectable and honorable businessman .
		
		
Wilson	PERSON	was sometimes abusive to
Richard	PERSON	, but
Richard	PERSON	still loved him .
		
		At one point he and his childhood friend
Samuel Silke saw Wilson	PERSON	roughing up someone .
		
		It was when he was attending a prestigious college in
Switzerland	LOCATION	that he discovered that his father was , in reality , the Kingpin of Crime . ''
		
		Daredevil '' # 29 Realizing the luxuries of his youth had been financed by a criminal empire ,
Richard	PERSON	was distraught and vowed to make atonement for his father 's crimes .
		
		When his parents received word that
Richard	PERSON	had perished in a skiing accident , they suspected that it was really a suicide after
Richard	PERSON	learned the truth of his father 's identity .
		
		Heartbroken and furious that his son could have acted so spinelessly , the
Kingpin	PERSON	sunk into a spell of depression .
		
		Not long afterward , a new gang emerged in
New York	LOCATION	, led by a mysterious figure calling himself the '' ` Schemer '' ' . ''
		
		The Amazing Spider-Man '' # 83 Unlike most gangs in
New York	LOCATION	, the Schemer 's organization seemed bent solely on dismantling the
Kingpin	ORGANIZATION	's empire .
		
		After a series of confrontations , the
Kingpin	PERSON	and the Schemer finally met face to face .
		
		It was then that the Schemer revealed that his face was really a mask , and that his true face was that of
Richard Fisk	PERSON	.
		
		Richard explained that he had faked his death in the Alps and was striking back at his father using his own money .
		
		This final shock was too much for the Kingpin to bear , and he collapsed into catatonia .
		
		This finally made
Richard	PERSON	realize how much he had hurt his father , and he set off to find a way to cure his comatose state .
		
		Richard joined the international terrorist group HYDRA , becoming a leader of the
Nevada	LOCATION	fragment of HYDRA and eventually rising to the rank of
Supreme Hydra	ORGANIZATION	.
		
		Now with
HYDRA	ORGANIZATION	's expansive medical resources at his disposal ,
Richard	PERSON	was able to return his father to full health .
		
		The
Kingpin	PERSON	, reconciled with his son , proved that he was back to normal by clandestinely taking over as ruler of
HYDRA	ORGANIZATION	.
		
		However , it was soon revealed that the true leader of HYDRA was the Nazi supervillain the
Red Skull	ORGANIZATION	, and the Fisks had to team up with
Captain America	LOCATION	and the Falcon to stop the mad dictator .
		
		Richard was critically wounded in the final battle , and the
Kingpin	PERSON	had his son placed in suspended animation , finally curing him by siphoning some life force from Spider-Man .
		
		Several years later ,
Richard	PERSON	joined his father 's organization , calling himself the '' ` Rose '' ' , a crime lord under the
Kingpin	ORGANIZATION	's control .
		
		However , this was all a ruse to undermine the
Kingpin	ORGANIZATION	's empire from within .
		
		Aiding Richard in this scheme were his good friend
Alfredo Morelli	PERSON	and
Ned Leeds	PERSON	, who was brainwashed to act as the supervillain the Hobgoblin .
		
		However , the Rose 's subterfuge resulted in an explosive gang war that tore
New York City	LOCATION	apart .
		
		During a shoot-out
Richard	PERSON	shot and killed a police officer , an act that became a turning point for him - no longer could he consider himself morally superior to his father .
		
		After
Leeds	PERSON	' death and the end of the gang war ,
Richard	PERSON	resigned himself to his birthright and rejoined the
Kingpin	ORGANIZATION	's organization as himself .
		
		However , the desire to overthrow his father once again arose , and
Richard	PERSON	and
Alfredo	PERSON	plotted to make the Kingpin think that
Richard	PERSON	was ready to inherit his father 's position .
		
		Alfredo had plastic surgery to make himself look just like
Richard	PERSON	-LRB- since he had more combat experience -RRB- , and slowly began climbing the ladder of power .
		
		However , when the
Kingpin	PERSON	was overthrown by the combined forces of Daredevil and HYDRA ,
Alfredo	PERSON	betrayed his old friend by maintaining that he was truly
Richard	PERSON	, and took over as the new Kingpin .
		
		Richard then became '' ` Blood Rose '' ' , a Punisher-like vigilante , and began gunning down criminals in a bloody purge of the city .
		
		The Blood Rose even shot and wounded
Alfredo	PERSON	, who later returned under the alias of
Gauntlet	LOCATION	, although he was ultimately defeated by
NightWatch	ORGANIZATION	and incarcerated .
		
		Finally caught by Spider-Man and arrested ,
Richard	PERSON	entered the Witness Protection Program . ''
		
		The Amazing Spider-Man '' # 253-286 Years later ,
Wilson Fisk	PERSON	once again regained the mantle of the
Kingpin	LOCATION	, and
Richard	PERSON	re-emerged to public life and rejoined the
Kingpin	ORGANIZATION	's organization , once again vowing to never again attempt to overthrow his father .
		
		However , upon meeting his old childhood friend , the ambitious enforcer
Silke	PERSON	,
Richard	PERSON	thought that he at last had found the perfect way to make his father pay for his crimes .
		
		
Silke	PERSON	's assassination attempt nearly did succeed , stabbing and seriously wounding the
Kingpin	PERSON	-LRB- already blinded from an earlier attempt on his life -RRB- .
		
		However ,
Richard	PERSON	did not count on the tenacity of his mother ,
Vanessa	PERSON	.
		
		Vanessa quickly made a startling counter-strike , eliminating the rebellion and selling her husband 's territory so he could travel to
Europe	LOCATION	and recover .
		
		Richard cornered her , insisting that by getting rid of the Kingpin they could be free to have a new life , but
Vanessa	PERSON	coldly shot her son dead , eliminating him as a threat once and for all . ''
		
		Daredevil '' Vol .
		
		2
#	MONEY	31
Richard Fisk	PERSON	has no superhuman powers , however he is trained in the use of guns and has some martial arts training .
		
		He is highly intelligent and also has a number of criminal contacts .
		
		As the Rose he wears a bulletproof three-piece suit .
		
		He always carries a handgun and often a variety of mini-grenades as well .
		
		Another version of
Richard Fisk	PERSON	appeared in PunisherMAX 's first story arc called `` Kingpin '' .
		
		Here , he is depicted as an eight-year-old child rather than a young adult , and his death is caused by his father 's takeover of the mob .
		
		During his final confrontation with
Fisk	PERSON	, mob boss Rigoletto takes
Richard	PERSON	hostage and threatens to kill him but
Fisk	PERSON	, showing no concern for his son 's fate , stands idly by as Rigoletto slits the boy 's throat .
		
		Fisk later reflects that he had always thought that he was trying to advance his criminal career for his son 's sake , while in reality it was only for himself .
		
		Richard 's fate causes
Vanessa Fisk	PERSON	to plot the downfall of her estranged husband . ''
		
		PunisherMax '' # 1-6 '' episode `` Guilty . ''
		
		
Richard Fisk	PERSON	appears in '' Spider-Man -LRB-
1994	DATE	TV series -RRB- | Spider-Man : The Animated Series '' voiced by
Nick Jameson	PERSON	.
		
		In this continuity ,
Richard	PERSON	is loyal to his father and heads a front company called Fisktronics .
		
		In the two-part episode `` Framed '' and `` The Man Without Fear , ''
Wilson Fisk	PERSON	hires
Peter Parker	PERSON	to work for Fisktronics under
Richard Fisk	PERSON	.
		
		Richard frames
Peter Parker	PERSON	for selling government secrets with the help of the Chameleon .
		
		Spider-Man and
Daredevil	ORGANIZATION	successfully team up to clear
Parker	PERSON	's name , which results in
Fisk	ORGANIZATION	's arrest and conviction , in part due to his father 's machinations .
		
		In the episode `` Guilty , ''
Richard	PERSON	teams up with Tombstone , who is incarcerated in the same prison , to frame
Robbie Robertson	PERSON	.
		
		Fisk makes his final appearance in `` The Prowler '' in a flashback appearance when he is saved by
Hobie Brown	PERSON	. ''
		
		`
Vanessa Fisk	PERSON	'' ' is a fictional comic book character appearing in publications by
Marvel Comics	ORGANIZATION	.
		
		As the wife of mobster
Wilson Fisk	PERSON	, the so-called Kingpin of Crime , and the mother of
Richard Fisk	PERSON	, she appears as a supporting character in stories featuring those villains , usually those starring Daredevil and Spider-Man .
		
		The character has appeared in media adaptations , including the
Netflix	ORGANIZATION	television series '' Daredevil '' , in which she is portrayed by
Ayelet Zurer	PERSON	.
		
		Created by writer
Stan Lee	PERSON	and artist
John Romita	PERSON	, Sr. , she first appeared in '' The Amazing Spider-Man '' # 70 -LRB-
March 1969	DATE	-RRB- .
		
		Little is known about
Vanessa Fisk	PERSON	's personal life and early years .
		
		No maiden name has ever been revealed .
		
		As the wife of
Wilson Fisk	PERSON	, the `` Kingpin '' of
New York	LOCATION	's criminal underworld ,
Vanessa	PERSON	did not approve of her husband 's criminal activities .
		
		At one point their son
Richard Fisk	PERSON	became involved in a plot to overthrow his father 's criminal syndicate after discovering he was the
Kingpin	LOCATION	.
		
		After the
Kingpin	PERSON	had a near-death experience ,
Vanessa	PERSON	"gave him an ultimatum ; he had twenty-four hours to get out of crime , or she would leave him ."
		
		The
Kingpin	PERSON	was about to kill Spider-Man when the deadline passed , and
Vanessa	PERSON	forced him to choose between Spider-Man 's life or their life together .
		
		He chose his wife and spared Spider-Man as a result . ''
		
		The Amazing Spider-Man '' # 197 .
		
		Marvel Comics The two went into retirement in
Japan	LOCATION	.
		
		Kingpin prepared to settle his remaining business with his fellow mobsters by cooperating with the authorities and leaving the world of crime forever .
		
		This infuriated one of
Kingpin	ORGANIZATION	's closest advisors ,
Lynch	PERSON	, who believed that
Vanessa	PERSON	was a liability and had turned the once mighty
Kingpin	ORGANIZATION	into a henpecked husband .
		
		When
Fisk	PERSON	's former lieutenants in
New York	LOCATION	caught wind of his plans to sell them out in exchange for immunity , they kidnapped
Vanessa	PERSON	, who was in town to secure the legal services of
Matt Murdock	PERSON	and Foggy Nelson . ''
		
		Daredevil '' # 170 .
		
		
Marvel Comics Fisk	ORGANIZATION	started a gang war against the mob in
New York	LOCATION	to rescue his wife .
		
		The mob bosses attempted to ransom
Vanessa	PERSON	off in exchange for the evidence against them
Fisk	PERSON	had intended to turn over to the authorities , but during the exchange ,
Kingpin	PERSON	used a sonic device to stop the criminals , and found her bound and gagged in a building .
		
		However Lynch fired an explosive at
Vanessa	LOCATION	, in an attempt to deprive
Fisk	PERSON	of the thing that kept him retired and bring him back as the
Kingpin of Crime	ORGANIZATION	.
		
		However , she was buried alive in the rubble and presumed dead , although she did not actually die . ''
		
		Daredevil '' # 171 .
		
		Marvel Comics As planned , this drove
Kingpin	PERSON	back into the world of crime , although he found out
Lynch	PERSON	was behind the explosion , partially due to a headache he gained , and took revenge by murdering his traitorous advisor .
		
		He then forced the remaining mob leaders to confess to hiring the assassin Bullseye to kill several of
Fisk	PERSON	's men . ''
		
		Daredevil '' # 172 .
		
		Marvel Comics Weeks later ,
Matt Murdock	PERSON	's alter ego ,
Daredevil	ORGANIZATION	, found
Vanessa	PERSON	in the sewers .
		
		Being buried alive had left
Vanessa	PERSON	amnesiac and mentally unstable , and she ended up taken in by a grotesque mutant who lived in the sewers .
		
		Daredevil ultimately used her as leverage to force
Kingpin	PERSON	to order his puppet
Randolph Cherryh	PERSON	, newly elected to the office of mayor , to resign and to confirm to the media that he was indeed a mob puppet .
		
		After reuniting with her ,
Kingpin	PERSON	had his now catatonic wife shipped off to a sanitarium in
Europe	LOCATION	in order to have her regain her sanity .
		
		This would take years , as
Vanessa	PERSON	's husband 's organized crime empire would fall and be rebuilt during the period that
Vanessa	PERSON	was institutionalized .
		
		Ultimately
Vanessa	PERSON	would recover , and she would remain in
Europe	LOCATION	.
		
		But when her husband was the victim of an assassination attempt orchestrated by her son ,
Vanessa	PERSON	arranged for her husband to be shipped out of the country to recover from his injuries , and to cut a deal with his fellow mob bosses to divide up
Fisk	PERSON	's recently rebuilt crime syndicate in exchange for a truce .
		
		Vanessa then took the final , brutal step of personally murdering her own devoted son , who admitted to
Vanessa	PERSON	that his motivation was to rid the family of his father , who he blamed for his family 's troubles .
		
		The act of murdering her own beloved son caused a horrific physical toll on
Vanessa	PERSON	, causing her to slowly lose the will to live , which along with the injuries she sustained when she was buried alive , culminated in her body undergoing terminal organ failure .
		
		Blaming both her husband and
Matt Murdock	PERSON	, who had recently been revealed to be Daredevil , for the endless cycle of violence that had consumed her family ,
Vanessa	PERSON	faked the death of
Foggy Nelson	ORGANIZATION	in an attempt to provoke
Murdock	PERSON	into killing
Fisk	PERSON	while they were both in prison .
		
		When that failed , she manipulated the super-hero Iron Fist into posing as
Daredevil	ORGANIZATION	, which ultimately drove
Matt	PERSON	to break out of prison to find Foggy 's murderer and the identity of the man impersonating him , culminating in her confronting
Matt	PERSON	with an offer to clear his name in exchange for him clearing Kingpin , so that the two would be free to try and kill each other anew . ''
		
		Daredevil '' , vol .
		
		2 ,
# 92	DATE	.
		
		
Marvel Comics Though Daredevil	ORGANIZATION	refused this deal ,
Vanessa	PERSON	went ahead and arranged for the murder of
Leland Drummond	PERSON	, the corrupt
FBI	ORGANIZATION	director who outed
Matt	PERSON	in order to advance his own career within the
FBI	ORGANIZATION	.
		
		To discredit his outing of
Daredevil	ORGANIZATION	, the murder was made to look like a suicide and a false and highly damning suicide note was planted at the scene , claiming that
Drummond	PERSON	took his own life after it became apparent that his scheme to frame
Matt Murdock	PERSON	was about to be exposed .
		
		Shortly afterwards ,
Vanessa	PERSON	died and
Murdock	PERSON	found himself morally guilted into serving as the
Kingpin	PERSON	's lawyer , getting the charges dropped on the grounds that the evidence was too tainted to bring him to court .
		
		But Daredevil would exact his own form of Faustian bargain with
Kingpin	PERSON	, as he forced the crime boss to renounce his American citizenship and leave the country forever in exchange for his nemesis 's legal services , stating that any attempt to continue their vendetta would be an insult to the memory of the good woman
Vanessa	PERSON	had once been . ''
		
		Daredevil '' , vol .
		
		2 ,
# 93	DATE	.
		
		
Marvel Comics Wilson Fisk	ORGANIZATION	is later seen at her grave where he breaks down emotionally .
		
		She has since been talking to
Wilson	PERSON	as a ghostly vision taunting him that he will never regain his former glory , an indication that her death still greatly affects him .
		
		The Arbiters bring
Vanessa	PERSON	back as a revenant as apart of a test intended to gauge the
Kingpin	ORGANIZATION	's worth as the head of the Hand .
		
		The Jackal `` reanimates ''
Vanessa	PERSON	in an attempt to coerce the
Kingpin	ORGANIZATION	into allying with him in '' Dead No More : The Clone Conspiracy '' .
		
		The Kingpin responds by snapping
Vanessa	PERSON	's neck while declaring , `` That was n't my wife .
		
		That was an abomination . ''
		
		In the Marvel/DC crossover book '' Batman & Spider-Man : New Age Dawning # 1 '' ,
Vanessa	PERSON	is infected with terminal cancer by
Ra	ORGANIZATION	's al
Ghul	PERSON	, who offers the Kingpin the cure for it in exchange for his help in a plot that will destroy
New York	LOCATION	.
		
		Disgruntled under
Ra	ORGANIZATION	's , the
Kingpin	ORGANIZATION	forms an alliance with Spider-Man and Batman and succeeds in defeating Ra 's , only to be denied the cure for his wife 's cancer by the beaten eco-terrorist .
		
		Vanessa is cured near the end of the storyline by an antidote provided by
Ra	ORGANIZATION	's al
Ghul	PERSON	's daughter
Talia al Ghul	PERSON	, who recognizes
Vanessa	PERSON	as a kindred spirit , as both of them loved a man that society would regard as a monster .
		
		In the alternate universe of '' Marvel Zombies 3 '' , it is revealed that she was not infected or eaten when the zombies took over the world .
		
		but has been secretly kept alive by her zombified husband , who is able to control his hunger for human flesh when she is around , but when the
Kingpin	ORGANIZATION	's clone factory is destroyed by Machine Man , and
Jocasta	PERSON	, he consumes
Vanessa	PERSON	. ''
		
		Marvel Zombies 3 '' # 2 -LRB-
2008	DATE	-RRB- .
		
		Marvel Comics
Vanessa Fisk	PERSON	appears as an important background character in '' Ultimate Spider-Man '' .
		
		The
Kingpin	PERSON	seeks the Tablet of
Time	ORGANIZATION	, as it alleged to have powers that
Kingpin	ORGANIZATION	hopes may awaken
Vanessa	PERSON	from a coma .
		
		but it is stolen by the Black Cat -LRB- comics -RRB- #Ultimate Black Cat | Black Cat ,
Bendis	PERSON	,
Brian Michael	PERSON	-LRB- w -RRB- ,
Bagley	PERSON	,
Mark	PERSON	-LRB- p -RRB- . ''
		
		Ultimate Spider-Man '' # 50 and 53 .
		
		
Marvel Comics Later	ORGANIZATION	, after
Kingpin	PERSON	sets fire to
Daredevil	ORGANIZATION	's law office , Daredevil breaks into
Fisk	PERSON	's home and threatens to murder the comatose
Vanessa	PERSON	, but is stopped by Spider-Man .
		
		Fisk orders
Vanessa	PERSON	to be taken out of the country before he is arrested himself over the attempted murder of Moon Knight #Ultimate Moon Knight | Moon Knight.Bendis ,
Brian Michael	PERSON	-LRB- w -RRB- . ''
		
		Ultimate Spider-Man '' # 110 .
		
		Marvel Comics In the '' Punisher Max '' series , set in
Marvel	ORGANIZATION	's MAX universe ,
Vanessa	PERSON	is married to the
Kingpin	LOCATION	, but their marriage collapses as
Wilson Fisk	PERSON	's takeover of the mob causes the death of their eight-year-old son
Richard	PERSON	.
		
		Vanessa blames
Wilson	PERSON	for not preventing
Richard	PERSON	's death , and after she attempts unsuccessfully to kill him for this , he evicts her from their home .
		
		Later , in order to protect himself from the Punisher ,
Kingpin	ORGANIZATION	hires
Elektra	ORGANIZATION	-LRB- comics -RRB- #PunisherMax |
Elektra	ORGANIZATION	as a bodyguard .
		
		It is revealed that
Elektra	ORGANIZATION	was actually hired by
Vanessa	PERSON	, who is plotting the
Kingpin	ORGANIZATION	's downfall , and that the two women are lovers .
		
		After the
Kingpin	ORGANIZATION	is killed by the Punisher in issue # 21 ,
Vanessa	PERSON	has his body cremated and flushes his ashes down a toilet .
		
		She appears ready to take charge of her husband 's former empire , as her chauffeur calls her `` Madam Kingpin '' .
		
		But in issue # 22 , she is ambushed and killed by
Nick Fury	PERSON	.
		
		*
Vanessa Fisk	PERSON	appeared in '' Spider-Man -LRB-
1994	DATE	TV series -RRB- | Spider-Man : The Animated Series '' , voiced by
Caroline Goodall	PERSON	.
		
		In the episodes `` Tablet of Time '' and `` Ravages of Time , '' she is one of the few characters who are aware that
Wilson Fisk	PERSON	is the
Kingpin	LOCATION	.
		
		In the end of `` Ravages of Time '' ,
Vanessa	PERSON	decides to divorce
Wilson	PERSON	and leave
New York	LOCATION	and for good , unable to deal with being the wife of a criminal .
		
		* In the
Netflix	ORGANIZATION	'' Daredevil '' series , the character appears as '' `
Vanessa Marianna	PERSON	'' ' , portrayed by
Ayelet Zurer	PERSON	.
		
		The series depicts her first meeting with
Fisk	PERSON	, their courtship , and how her life is endangered by his criminal activities . ''
		
		` Ginger Fitzgerald '' ' is a fictional character in the Ginger Snaps -LRB- film -RRB- | '' Ginger Snaps '' trilogy .
		
		She was portrayed by
Katharine Isabelle	PERSON	and serves as the antihero of the films .
		
		In '' Ginger Snaps '' , Ginger and
Brigitte Fitzgerald	PERSON	are teenage sisters who are both fascinated with death and , as children , formed a pact to die together .
		
		One night , while preparing to steal the dog of bully
Trina Sinclair	PERSON	, Ginger starts her first period , which causes the girls to be attacked by a werewolf .
		
		Ginger is wounded , but is rescued by
Brigitte	PERSON	.
		
		The creature is run over by a van belonging to
Sam MacDonald	PERSON	, a local drug dealer .
		
		Ginger decides not to go the hospital as her wounds heal quickly .
		
		She slowly begins to change causing
Brigitte	PERSON	to become worried and desperate to find a cure .
		
		After several failed cure attempts ,
Brigitte	PERSON	discovers that a dose of monkshood helps control the infection .
		
		Before
Brigitte	PERSON	can inject Ginger with the plant , she completely transforms forcing
Brigitte	PERSON	to kill her .
		
		In '' Ginger Snaps 2 : Unleashed '' , while only appearing as a minor character , Ginger is seen in several of
Brigitte	PERSON	's hallucinations telling her to give in to the transformation .
		
		In '' Ginger Snaps Back : The Beginning '' , Ginger returns as a lead character .
		
		Ginger and
Brigitte	PERSON	are lost with their horse in the Canadian wilderness when they discover an `` abandoned camp '' .
		
		An Indian woman gives them each a pendant .
		
		Brigitte 's foot is caught in a trap .
		
		Ginger seeks help , but a hunter frees
Brigitte	PERSON	before she returns .
		
		They are led to
Fort Bailey	LOCATION	.
		
		A group of werewolfs attack the camp and Ginger is bitten on the shoulder .
		
		After being held prisoner and fighting back , Ginger opens the gates and lets the werewolves enter .
		
		Ginger and
Brigitte	PERSON	are the only ones left alive .
		
		Brigitte cuts her hand and presses it against a cut on Gingers hand mixing their blood and infecting
Brigitte	PERSON	.
		
		Casting took place in
Los Angeles	LOCATION	,
New York	LOCATION	,
Toronto	LOCATION	,
Montreal	LOCATION	, and
Vancouver	LOCATION	.
		
		Isabelle auditioned on the same day as
Perkins	PERSON	at their agency in
Vancouver	LOCATION	, reading to one another off-camera .
		
		Screenwriter
Karen Walton	PERSON	said that they were exactly as she had pictured the characters when their taped auditions had arrived . ''
		
		What Culture '' said : : `` Obsessed with death and morbidity , and afraid of adulthood ,
Ginger Fitzgerald	PERSON	, portrayed by
Katharine Isabelle of American Mary	ORGANIZATION	fame , only gets worse when she
$ ™	MONEY	s bitten by a lycanthrope and the transformation into a wolf begins .
		
		She gradually becomes aggressive and over-sexualised , loses her relationship with her sister , grows pointy teeth and sprouts hair in really weird places .
		
		She even grows a tail that she actually attempts to cut off .
		
		It takes a big set of cojones to try to cut off any body part .
		
		Ultimately though , the film is interesting because it examines the dichotomy between Ginger
$ ™	MONEY	s humanity and her animalistic side . ''
		
		
Jessica Roakes	PERSON	of '' The Toast '' also mentions the metaphorical nature of the character saying `` Ginger 's body has betrayed her by menstruating .
		
		This is a key tenant of the body-horror genre - the monstrous comes not just from the outside , but from within the human body , from infection or perversion or unwanted biological functions .
		
		In Ginger 's case , it is her metamorphosis from girl to woman that renders her monstrous . ''
		
		* '' `
Trevor Fitzroy	PERSON	'' ' is a fictional supervillain appearing in American comic books published by
Marvel Comics	ORGANIZATION	.
		
		The character is usually depicted as an enemy of the X-Men , in particular Bishop .
		
		Created by
Jim Lee	PERSON	and
Whilce Portacio	PERSON	, he first appeared in '' Uncanny X-Men '' # 281 -LRB-
October 1991	DATE	-RRB- .
		
		Fitzroy hails from the same dystopian future as Bishop .
		
		A mutant criminal , he possesses the ability to absorb energy from human beings and use that energy to open time portals , which is how Bishop traveled to the present .
		
		He has since been featured as the main adversary in the series featuring Bishop .
		
		
Trevor Fitzroy	PERSON	was the illegitimate son of
Anthony Shaw	PERSON	,
Black King of Hellfire Club	ORGANIZATION	, in a dystopian future .
		
		Fitzroy joined the '' ` Academy for Xavier 's Security Enforcers '' ' -LRB- XSE -RRB- and had a relationship with Shard .
		
		He turned out to be a criminal , though , and was removed from the
Academy	ORGANIZATION	.
		
		His wealthy father tried to protect his son for a while , but when
Fitzroy	PERSON	was caught for murder , even he could no longer protect him .
		
		Fitzroy was captured and arrested by Bishop ,
Shard	ORGANIZATION	's brother and an XSE officer .
		
		Fitzroy himself thought that he was merely a teleporter , but a secret group of
XSE	ORGANIZATION	agents , known as the '' ` Xavier 's Underground Enforcers '' ' -LRB- XUE -RRB- discovered that
Fitzroy	PERSON	had the ability to travel through time .
		
		The
XUE	ORGANIZATION	recruited Shard and freed
Fitzroy	PERSON	, hoping to use his powers to change the past to create a better present .
		
		However , Shard , reminded how dangreous
Fitzroy	PERSON	was , stopped them and
Fitzroy	PERSON	was returned to prison .
		
		From prison ,
Fitzroy	PERSON	escaped to the present time with his mutant minion Bantam .
		
		There , he became involved with a group known as the Upstarts , a competition set up by
Selene	PERSON	to eliminate her rivals within the
Hellfire Club	ORGANIZATION	.
		
		Led by the
Gamesmaster	PERSON	, the Upstarts had to kill other mutants to receive points .
		
		The Upstart with the most points would win the prize : control over the
Hellfire Club	ORGANIZATION	and the other competitors .
		
		To enter the competition , one had to kill a member of the
Hellfire Club	ORGANIZATION	's Inner Circle -LRB- though later members did n't have to . -RRB-
		
		As part of this `` game , '' Fitzroy unleashed Sentinels on the Reavers and their leader
Donald Pierce	PERSON	.
		
		All were killed except
Pierce	PERSON	, who escaped and arrived at the
Hellfire Club	ORGANIZATION	, followed by the Sentinels .
		
		The Sentinels killed
Pierce	PERSON	-LRB- later rebuilt -RRB- and then killed most of the Hellions , put their leader ,
Emma Frost	PERSON	, into a coma and apparently killed
Jean Grey	PERSON	#NOM?
Frost	ORGANIZATION	-RRB- .
		
		The X-Men , who had been negotiating with
Frost	ORGANIZATION	, fought
Fitzroy	PERSON	.
		
		Fitzroy was forced to open a large time portal , allowing prisoners from his own time to escape to the present .
		
		The prisoners attacked the X-Men , but stopped when three figures stepped through the portal : Bishop and fellow XSE agents
Randall	PERSON	and
Malcolm	PERSON	.
		
		They went after
Fitzroy	PERSON	, eventually killing the escaped criminals .
		
		However ,
Malcolm	PERSON	and
Randall	PERSON	were killed , and Bishop remained in the present , joining the X-Men .
		
		Fitzroy turned on
Selene	PERSON	and captured her , though she later managed to escape .
		
		He also brought in
Siena Blaze	LOCATION	to compete in the Upstart competition .
		
		Fitzroy clashed with the X-Men a second time when he tried to kill Forge , but managed to escape again .
		
		When the Gamesmaster declared that the new target for the Upstart competition would be former members of the
New Mutants	ORGANIZATION	and Hellions ,
Fitzroy	PERSON	attacked X-Force , demanding they turn over
Rictor	LOCATION	and
Warpath	LOCATION	.
		
		X-Force leader Cable tricked
Fitzroy	PERSON	into trying to absorb his life-energy , but as
Cable	ORGANIZATION	's arm was n't organic ,
Fitzroy	PERSON	's powers used his own life-energy to open a portal , seemingly killing him .
		
		How he survived its left unknown , but
Fitzroy	LOCATION	eventually reappeared under the thrall of Selene as the White Rook of the
Hellfire Club	ORGANIZATION	.
		
		During this time he cooperates with
Pierce	PERSON	and
Shaw	ORGANIZATION	, despite his previous attempts to kill them .
		
		He leaves the
Club	ORGANIZATION	and travels back to an alternate future -LRB- Earth-9910 -RRB- , now calling himself the '' ` Chronomancer '' ' .
		
		He takes control over this new timeline , but Bishop arrives and fights
Fitzroy	LOCATION	, eventually killing him .
		
		A younger version appears that is a participant in the
Summers Rebellion	ORGANIZATION	.
		
		Here , he is shown to be a good guy .
		
		After Cortex kills him during a fight ,
Layla Miller	PERSON	resurrects him physically but is unable to revive him with a soul , establishing the point at which he becomes a villain.X-Factor ' vol .3 # 46 Fitzroy possessed the mutant ability to drain others of their life forces , converting it into energy and absorbing it into himself .
		
		With these energies ,
Fitzroy	ORGANIZATION	could create portals that could teleport those passing through them across time and space , yet , the portals are one way , trying to pass through the wrong way results in the traveler having his body terribly misshapen .
		
		He often was dependent on the mutant Bantam to direct and catalog the time-portals he made , lacking the ability to do so himself .
		
		Fitzroy also can use the converted life force he drains to infuse on the dead that essentially resurrect them , however due to his nature , its an ability he rarely uses . ''
		
		Uncanny X-Men Annual '' -LRB- 1st series -RRB- # 17 In his early appearances ,
